origin,dist,orig_latt,orig_long,dist_latt,dist_long,weight,distance,travel_type_id,duration
1271,1275,41.01766,28.9688,41.0168,28.9719,8,247,1,0.8
1271,1276,41.01766,28.9688,41.0117,28.9813,40,1207,1,4
1271,1280,41.01766,28.9688,41.0085,28.9801,47,1405,1,4.7
1271,1284,41.01766,28.9688,41.0053,28.9768,49,1483,1,4.9
1271,1286,41.01766,28.9688,41.037002,28.985092,340,10946,1,34
1271,1291,41.01766,28.9688,41.0492,29.0111,6,215,1,0.6
1271,1292,41.01766,28.9688,41.0848,29.0567,17,578,1,1.7
1271,1293,41.01766,28.9688,41.0292,28.9611,379,12212,1,37.9
1271,1294,41.01766,28.9688,40.9735,28.7844,15197,468483,1,1502.4
1271,1295,41.01766,28.9688,41.01903,28.95036,382,12306,1,38.2
1271,1296,41.01766,28.9688,41.0047,28.97222,42,1272,1,4.2
1271,1297,41.01766,28.9688,41.0127,28.96448,5,166,1,0.5
1271,1298,41.01766,28.9688,40.9643,28.7995,15199,468581,1,1502.7
1271,1299,41.01766,28.9688,41.0085,28.98108,49,1460,1,4.9
1271,1319,41.01766,28.9688,41.0211,29.0041,58,1723,1,5.8
1271,1320,41.01766,28.9688,41.0379,29.9553,2984,67241,1,295.6
1271,1326,41.01766,28.9688,41.0083,28.9778,43,1290,1,4.3
1271,1328,41.01766,28.9688,40.8766,29.0906,324,9950,1,32.4
1271,1329,41.01766,28.9688,41.0793,29.06509,12,356,1,1.2
